32.000000 0.031107
48.000000 0.018957
64.000000 0.015624
80.000000 0.013343
96.000000 0.011784
112.000000 0.010864
128.000000 0.010117
144.000000 0.009510
160.000000 0.009069
176.000000 0.008697
192.000000 0.008409
208.000000 0.008149
224.000000 0.007932
240.000000 0.007754
256.000000 0.007604
272.000000 0.007471
288.000000 0.007352
304.000000 0.007251
320.000000 0.007163
336.000000 0.007081
352.000000 0.007016
368.000000 0.006956
384.000000 0.006905
400.000000 0.006862
416.000000 0.006827
432.000000 0.006801
448.000000 0.006782
464.000000 0.006772
480.000000 0.006769
496.000000 0.006772
512.000000 0.006783
528.000000 0.006801
544.000000 0.006824
560.000000 0.006853
576.000000 0.006887
592.000000 0.006927
608.000000 0.006971
624.000000 0.007021
640.000000 0.007075
656.000000 0.007136
672.000000 0.007201
688.000000 0.007271
704.000000 0.007347
720.000000 0.007427
736.000000 0.007510
752.000000 0.007596
768.000000 0.007685
784.000000 0.007778
800.000000 0.007872
816.000000 0.007969
832.000000 0.008067
848.000000 0.008167
864.000000 0.008269
880.000000 0.008371
896.000000 0.008476
912.000000 0.008583
928.000000 0.008689
944.000000 0.008799
960.000000 0.008908
976.000000 0.009019
992.000000 0.009129
1008.000000 0.009240
1024.000000 0.009351
1040.000000 0.009461
1056.000000 0.009575
1072.000000 0.009685
1088.000000 0.009798
1104.000000 0.009914
1120.000000 0.010027
1136.000000 0.010142
1152.000000 0.010256
1168.000000 0.010372
1184.000000 0.010490
1200.000000 0.010606
1216.000000 0.010723
1232.000000 0.010842
1248.000000 0.010961
1264.000000 0.011082
1280.000000 0.011204
1296.000000 0.011328
1312.000000 0.011452
1328.000000 0.011579
1344.000000 0.011705
1360.000000 0.011833
1376.000000 0.011962
1392.000000 0.012093
1408.000000 0.012224
1424.000000 0.012357
1440.000000 0.012495
1456.000000 0.012634
1472.000000 0.012773
1488.000000 0.012916
1504.000000 0.013058
1520.000000 0.013203
1536.000000 0.013349
1552.000000 0.013497
1568.000000 0.013648
1584.000000 0.013803
1600.000000 0.013956
1616.000000 0.014103
1632.000000 0.014244
1648.000000 0.014377
1664.000000 0.014506
1680.000000 0.014630
1696.000000 0.014747
1712.000000 0.014862
1728.000000 0.014972
1744.000000 0.015078
1760.000000 0.015180
1776.000000 0.015279
1792.000000 0.015376
1808.000000 0.015469
1824.000000 0.015560
1840.000000 0.015648
1856.000000 0.015732
1872.000000 0.015816
1888.000000 0.015896
1904.000000 0.015975
1920.000000 0.016051
1936.000000 0.016126
1952.000000 0.016199
1968.000000 0.016269
1984.000000 0.016339
2000.000000 0.016406
2016.000000 0.016471
2032.000000 0.016534
2048.000000 0.016596
2064.000000 0.016656
2080.000000 0.016714
2096.000000 0.016770
2112.000000 0.016825
2128.000000 0.016877
2144.000000 0.016927
2160.000000 0.016974
2176.000000 0.017020
2192.000000 0.017062
2208.000000 0.017102
2224.000000 0.017139
2240.000000 0.017173
2256.000000 0.017204
2272.000000 0.017231
2288.000000 0.017256
2304.000000 0.017280
2320.000000 0.017301
2336.000000 0.017320
2352.000000 0.017338
2368.000000 0.017355
2384.000000 0.017370
2400.000000 0.017384
2416.000000 0.017397
2432.000000 0.017408
2448.000000 0.017418
2464.000000 0.017428
2480.000000 0.017437
2496.000000 0.017444
2512.000000 0.017451
2528.000000 0.017457
2544.000000 0.017462
2560.000000 0.017467
2576.000000 0.017471
2592.000000 0.017474
2608.000000 0.017477
2624.000000 0.017479
2640.000000 0.017480
2656.000000 0.017482
2672.000000 0.017483
2688.000000 0.017484
2704.000000 0.017484
2720.000000 0.017484
2736.000000 0.017485
2752.000000 0.017485
2768.000000 0.017485
2784.000000 0.017485
2800.000000 0.017485
2816.000000 0.017485
2832.000000 0.017485
2848.000000 0.017485
2864.000000 0.017485
2880.000000 0.017485
2896.000000 0.017485
2912.000000 0.017485
2928.000000 0.017485
2944.000000 0.017485
2960.000000 0.017485
2976.000000 0.017485
2992.000000 0.017485
3008.000000 0.017485
3024.000000 0.017485
3040.000000 0.017485
3056.000000 0.017485
3072.000000 0.017485
3088.000000 0.017485
3104.000000 0.017485
3120.000000 0.017485
3136.000000 0.017485
3152.000000 0.017485
3168.000000 0.017485
