0 1.221109e-05 6.252080e-03 inf
1 8.954578e-06 4.584744e-03 0.490103
2 7.585870e-06 3.883965e-03 0.318439
3 6.635137e-06 3.397190e-03 0.244608
4 6.331302e-06 3.241626e-03 0.165829
5 5.522629e-06 2.827586e-03 0.173787
6 4.973514e-06 2.546439e-03 0.139275
7 4.185742e-06 2.143100e-03 0.083903
8 3.496565e-06 1.790241e-03 0.080137
9 2.617985e-06 1.340408e-03 0.088534
10 1.780501e-06 9.116165e-04 0.083607
11 1.045730e-06 5.354136e-04 0.027699
12 6.673888e-07 3.417031e-04 0.017676
13 4.203295e-07 2.152087e-04 0.008172
14 2.210607e-07 1.131831e-04 0.005579
15 1.127213e-07 5.771332e-05 0.001940
