0 3.150511e-05 1.613062e-02 inf
1 2.217033e-05 1.135121e-02 0.454565
2 1.846418e-05 9.453659e-03 0.375610
3 1.569781e-05 8.037278e-03 0.284720
4 1.493266e-05 7.645524e-03 0.194025
5 1.326127e-05 6.789771e-03 0.200342
6 1.229950e-05 6.297345e-03 0.147960
7 1.129694e-05 5.784032e-03 0.115321
8 1.062280e-05 5.438875e-03 0.110087
9 9.427493e-06 4.826877e-03 0.121655
10 8.225207e-06 4.211306e-03 0.139251
11 6.386174e-06 3.269721e-03 0.105696
12 5.009049e-06 2.564633e-03 0.086057
13 3.855906e-06 1.974224e-03 0.053461
14 2.917443e-06 1.493731e-03 0.038779
15 1.899810e-06 9.727027e-04 0.018047
16 1.204939e-06 6.169288e-04 0.018465
17 7.536277e-07 3.858574e-04 0.006243
18 4.449055e-07 2.277916e-04 0.003871
19 2.606801e-07 1.334682e-04 0.001902
20 1.339271e-07 6.857069e-05 0.001671
21 7.184038e-08 3.678227e-05 0.000613
22 4.171824e-08 2.135974e-05 0.000306
23 2.717085e-08 1.391148e-05 0.000221
24 1.788722e-08 9.158257e-06 0.000150
25 1.309712e-08 6.705728e-06 0.000086
26 1.030948e-08 5.278455e-06 0.000076
27 8.227345e-09 4.212400e-06 0.000065
