0 5.645252e-06 1.849836e-01 inf
1 3.254135e-06 1.066315e-01 0.432402
2 2.763083e-06 9.054071e-02 0.446324
3 2.315840e-06 7.588543e-02 0.301908
4 2.201368e-06 7.213442e-02 0.191201
5 1.952668e-06 6.398504e-02 0.200804
6 1.826925e-06 5.986469e-02 0.139725
7 1.684084e-06 5.518408e-02 0.118243
8 1.594994e-06 5.226475e-02 0.129871
9 1.459396e-06 4.782149e-02 0.114013
10 1.332159e-06 4.365219e-02 0.112569
11 1.106052e-06 3.624310e-02 0.115797
12 9.038741e-07 2.961815e-02 0.118196
13 7.173528e-07 2.350622e-02 0.076876
14 5.853907e-07 1.918208e-02 0.051526
15 4.413376e-07 1.446175e-02 0.035450
16 3.015015e-07 9.879602e-03 0.034105
17 2.008033e-07 6.579921e-03 0.016877
18 1.312183e-07 4.299763e-03 0.011440
19 8.453163e-08 2.769932e-03 0.005343
20 5.334014e-08 1.747850e-03 0.004000
21 3.061848e-08 1.003306e-03 0.001601
22 1.609739e-08 5.274792e-04 0.001120
23 8.965295e-09 2.937748e-04 0.000491
